Date,Fish_Type,Supply_Kg,Price_Per_Kg,Fuel_price,Ice_price_per_block,,,
2025/5/10,Talakitok (Crevalle),42 kg,260,52.05,160,,,
2025/5/10,Tamban (Indian Sardines),"17,987 kg",100,52.05,160,,,
2025/5/10,Sting Ray,239 kg,100,52.05,160,,,
2025/5/10,Tanguigue (Spanish Mackerel),300 kg,309,52.05,160,,,
2025/5/10,Tulingan (Frigate Tuna),656 kg,260,52.05,160,,,
2025/5/11,Alumahan (Striped Mackerel),"1,404 kg",140,52.05,160,,,
2025/5/11,Bangus (Milk Fish),72 kg,190,52.05,160,,,
2025/5/11,Bariles (Yellow Fin Tuna),706 kg,240,52.05,160,,,
2025/5/11,Culisi (Nemipterid),"2,181 Kg",130,52.05,160,,,
2025/5/11,Galunggong (Round Scad),"1,631 kg",170,52.05,160,,,
2025/5/11,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.05,160,,,
2025/5/11,Lapu-lapu (Grouper),16 kg,290,52.05,160,,,
2025/5/11,Malasugi (Blue Marlin),795 kg,300,52.05,160,,,
2025/5/11,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.05,160,,,
2025/5/11,Maya-maya (Snapper),19 kg,190,52.05,160,,,
2025/5/11,Mulmul (Parrot Fish),102 kg,170,52.05,160,,,
2025/5/11,Samaral (Siganid),51 kg,240,52.05,160,,,
2025/5/11,Talakitok (Crevalle),42 kg,240,52.05,160,,,
2025/5/11,Tamban (Indian Sardines),"17,987 kg",80,52.05,160,,,
2025/5/11,Sting Ray,239 kg,80,52.05,160,,,
2025/5/11,Tanguigue (Spanish Mackerel),300 kg,289,52.05,160,,,
2025/5/11,Tulingan (Frigate Tuna),656 kg,240,52.05,160,,,
2025/5/12,Alumahan (Striped Mackerel),"1,404 kg",140,52.05,160,,,
2025/5/12,Bangus (Milk Fish),72 kg,190,52.05,160,,,
2025/5/12,Bariles (Yellow Fin Tuna),706 kg,240,52.05,160,,,
2025/5/12,Culisi (Nemipterid),"2,181 Kg",130,52.05,160,,,
2025/5/12,Galunggong (Round Scad),"1,631 kg",170,52.05,160,,,
2025/5/12,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.05,160,,,
2025/5/12,Lapu-lapu (Grouper),16 kg,290,52.05,160,,,
2025/5/12,Malasugi (Blue Marlin),795 kg,300,52.05,160,,,
2025/5/12,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.05,160,,,
2025/5/12,Maya-maya (Snapper),19 kg,190,52.05,160,,,
2025/5/12,Mulmul (Parrot Fish),102 kg,170,52.05,160,,,
2025/5/12,Samaral (Siganid),51 kg,240,52.05,160,,,
2025/5/12,Talakitok (Crevalle),42 kg,240,52.05,160,,,
2025/5/12,Tamban (Indian Sardines),"17,987 kg",80,52.05,160,,,
2025/5/12,Sting Ray,239 kg,80,52.05,160,,,
2025/5/12,Tanguigue (Spanish Mackerel),300 kg,289,52.05,160,,,
2025/5/12,Tulingan (Frigate Tuna),656 kg,240,52.05,160,,,
2025/5/13,Alumahan (Striped Mackerel),"1,404 kg",140,51.15,160,,,
2025/5/13,Bangus (Milk Fish),72 kg,190,51.15,160,,,
2025/5/13,Bariles (Yellow Fin Tuna),706 kg,240,51.15,160,,,
2025/5/13,Culisi (Nemipterid),"2,181 Kg",130,51.15,160,,,
2025/5/13,Galunggong (Round Scad),"1,631 kg",170,51.15,160,,,
2025/5/13,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.15,160,,,
2025/5/13,Lapu-lapu (Grouper),16 kg,290,51.15,160,,,
2025/5/13,Malasugi (Blue Marlin),795 kg,300,51.15,160,,,
2025/5/13,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.15,160,,,
2025/5/13,Maya-maya (Snapper),19 kg,190,51.15,160,,,
2025/5/13,Mulmul (Parrot Fish),102 kg,170,51.15,160,,,
2025/5/13,Samaral (Siganid),51 kg,240,51.15,160,,,
2025/5/13,Talakitok (Crevalle),42 kg,240,51.15,160,,,
2025/5/13,Tamban (Indian Sardines),"17,987 kg",80,51.15,160,,,
2025/5/13,Sting Ray,239 kg,80,51.15,160,,,
2025/5/13,Tanguigue (Spanish Mackerel),300 kg,289,51.15,160,,,
2025/5/13,Tulingan (Frigate Tuna),656 kg,240,51.15,160,,,
2025/5/14,Alumahan (Striped Mackerel),"1,404 kg",140,51.15,160,,,
2025/5/14,Bangus (Milk Fish),72 kg,190,51.15,160,,,
2025/5/14,Bariles (Yellow Fin Tuna),706 kg,240,51.15,160,,,
2025/5/14,Culisi (Nemipterid),"2,181 Kg",130,51.15,160,,,
2025/5/14,Galunggong (Round Scad),"1,631 kg",170,51.15,160,,,
2025/5/14,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.15,160,,,
2025/5/14,Lapu-lapu (Grouper),16 kg,290,51.15,160,,,
2025/5/14,Malasugi (Blue Marlin),795 kg,300,51.15,160,,,
2025/5/14,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.15,160,,,
2025/5/14,Maya-maya (Snapper),19 kg,190,51.15,160,,,
2025/5/14,Mulmul (Parrot Fish),102 kg,170,51.15,160,,,
2025/5/14,Samaral (Siganid),51 kg,240,51.15,160,,,
2025/5/14,Talakitok (Crevalle),42 kg,240,51.15,160,,,
2025/5/14,Tamban (Indian Sardines),"17,987 kg",80,51.15,160,,,
2025/5/14,Sting Ray,239 kg,80,51.15,160,,,
2025/5/14,Tanguigue (Spanish Mackerel),300 kg,289,51.15,160,,,
2025/5/14,Tulingan (Frigate Tuna),656 kg,240,51.15,160,,,
2025/5/15,Alumahan (Striped Mackerel),"1,404 kg",140,51.15,160,,,
2025/5/15,Bangus (Milk Fish),72 kg,190,51.15,160,,,
2025/5/15,Bariles (Yellow Fin Tuna),706 kg,240,51.15,160,,,
2025/5/15,Culisi (Nemipterid),"2,181 Kg",130,51.15,160,,,
2025/5/15,Galunggong (Round Scad),"1,631 kg",170,51.15,160,,,
2025/5/15,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,51.15,160,,,
2025/5/15,Lapu-lapu (Grouper),16 kg,290,51.15,160,,,
2025/5/15,Malasugi (Blue Marlin),795 kg,300,51.15,160,,,
2025/5/15,Matang Baka (Big-eyed Scads),"2,750 kg",190,51.15,160,,,
2025/5/15,Maya-maya (Snapper),19 kg,190,51.15,160,,,
2025/5/15,Mulmul (Parrot Fish),102 kg,170,51.15,160,,,
2025/5/15,Samaral (Siganid),51 kg,240,51.15,160,,,
2025/5/15,Talakitok (Crevalle),42 kg,240,51.15,160,,,
2025/5/15,Tamban (Indian Sardines),"17,987 kg",80,51.15,160,,,
2025/5/15,Sting Ray,239 kg,80,51.15,160,,,
2025/5/15,Tanguigue (Spanish Mackerel),300 kg,289,51.15,160,,,
2025/5/15,Tulingan (Frigate Tuna),656 kg,240,51.15,160,,,
2025/5/16,Alumahan (Striped Mackerel),"1,404 kg",150,51.15,160,,,
2025/5/16,Bangus (Milk Fish),72 kg,200,51.15,160,,,
2025/5/16,Bariles (Yellow Fin Tuna),706 kg,250,51.15,160,,,
2025/5/16,Culisi (Nemipterid),"2,181 Kg",140,51.15,160,,,
2025/5/16,Galunggong (Round Scad),"1,631 kg",180,51.15,160,,,
2025/5/16,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,51.15,160,,,
2025/5/16,Lapu-lapu (Grouper),16 kg,300,51.15,160,,,
2025/5/16,Malasugi (Blue Marlin),795 kg,310,51.15,160,,,
2025/5/16,Matang Baka (Big-eyed Scads),"2,750 kg",200,51.15,160,,,
2025/5/16,Maya-maya (Snapper),19 kg,200,51.15,160,,,
2025/5/16,Mulmul (Parrot Fish),102 kg,180,51.15,160,,,
2025/5/16,Samaral (Siganid),51 kg,250,51.15,160,,,
2025/5/16,Talakitok (Crevalle),42 kg,250,51.15,160,,,
2025/5/16,Tamban (Indian Sardines),"17,987 kg",90,51.15,160,,,
2025/5/16,Sting Ray,239 kg,90,51.15,160,,,
2025/5/16,Tanguigue (Spanish Mackerel),300 kg,299,51.15,160,,,
2025/5/16,Tulingan (Frigate Tuna),656 kg,250,51.15,160,,,
2025/5/17,Alumahan (Striped Mackerel),"1,404 kg",150,51.15,160,,,
2025/5/17,Bangus (Milk Fish),72 kg,200,51.15,160,,,
2025/5/17,Bariles (Yellow Fin Tuna),706 kg,250,51.15,160,,,
2025/5/17,Culisi (Nemipterid),"2,181 Kg",140,51.15,160,,,
2025/5/17,Galunggong (Round Scad),"1,631 kg",180,51.15,160,,,
2025/5/17,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,51.15,160,,,
2025/5/17,Lapu-lapu (Grouper),16 kg,300,51.15,160,,,
2025/5/17,Malasugi (Blue Marlin),795 kg,310,51.15,160,,,
2025/5/17,Matang Baka (Big-eyed Scads),"2,750 kg",200,51.15,160,,,
2025/5/17,Maya-maya (Snapper),19 kg,200,51.15,160,,,
2025/5/17,Mulmul (Parrot Fish),102 kg,180,51.15,160,,,
2025/5/17,Samaral (Siganid),51 kg,250,51.15,160,,,
2025/5/17,Talakitok (Crevalle),42 kg,250,51.15,160,,,
2025/5/17,Tamban (Indian Sardines),"17,987 kg",90,51.15,160,,,
2025/5/17,Sting Ray,239 kg,90,51.15,160,,,
2025/5/17,Tanguigue (Spanish Mackerel),300 kg,299,51.15,160,,,
2025/5/17,Tulingan (Frigate Tuna),656 kg,250,51.15,160,,,
2025/5/18,Alumahan (Striped Mackerel),"1,404 kg",150,51.15,160,,,
2025/5/18,Bangus (Milk Fish),72 kg,200,51.15,160,,,
2025/5/18,Bariles (Yellow Fin Tuna),706 kg,250,51.15,160,,,
2025/5/18,Culisi (Nemipterid),"2,181 Kg",140,51.15,160,,,
2025/5/18,Galunggong (Round Scad),"1,631 kg",180,51.15,160,,,
2025/5/18,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,51.15,160,,,
2025/5/18,Lapu-lapu (Grouper),16 kg,300,51.15,160,,,
2025/5/18,Malasugi (Blue Marlin),795 kg,310,51.15,160,,,
2025/5/18,Matang Baka (Big-eyed Scads),"2,750 kg",200,51.15,160,,,
2025/5/18,Maya-maya (Snapper),19 kg,200,51.15,160,,,
2025/5/18,Mulmul (Parrot Fish),102 kg,180,51.15,160,,,
2025/5/18,Samaral (Siganid),51 kg,250,51.15,160,,,
2025/5/18,Talakitok (Crevalle),42 kg,250,51.15,160,,,
2025/5/18,Tamban (Indian Sardines),"17,987 kg",90,51.15,160,,,
2025/5/18,Sting Ray,239 kg,90,51.15,160,,,
2025/5/18,Tanguigue (Spanish Mackerel),300 kg,299,51.15,160,,,
2025/5/18,Tulingan (Frigate Tuna),656 kg,250,51.15,160,,,
2025/5/19,Alumahan (Striped Mackerel),"1,404 kg",150,51.15,160,,,
2025/5/19,Bangus (Milk Fish),72 kg,200,51.15,160,,,
2025/5/19,Bariles (Yellow Fin Tuna),706 kg,250,51.15,160,,,
2025/5/19,Culisi (Nemipterid),"2,181 Kg",140,51.15,160,,,
2025/5/19,Galunggong (Round Scad),"1,631 kg",180,51.15,160,,,
2025/5/19,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,51.15,160,,,
2025/5/19,Lapu-lapu (Grouper),16 kg,300,51.15,160,,,
2025/5/19,Malasugi (Blue Marlin),795 kg,310,51.15,160,,,
2025/5/19,Matang Baka (Big-eyed Scads),"2,750 kg",200,51.15,160,,,
2025/5/19,Maya-maya (Snapper),19 kg,200,51.15,160,,,
2025/5/19,Mulmul (Parrot Fish),102 kg,180,51.15,160,,,
2025/5/19,Samaral (Siganid),51 kg,250,51.15,160,,,
2025/5/19,Talakitok (Crevalle),42 kg,250,51.15,160,,,
2025/5/19,Tamban (Indian Sardines),"17,987 kg",90,51.15,160,,,
2025/5/19,Sting Ray,239 kg,90,51.15,160,,,
2025/5/19,Tanguigue (Spanish Mackerel),300 kg,299,51.15,160,,,
2025/5/19,Tulingan (Frigate Tuna),656 kg,250,51.15,160,,,
2025/5/20,Alumahan (Striped Mackerel),"1,404 kg",150,52.85,160,,,
2025/5/20,Bangus (Milk Fish),72 kg,200,52.85,160,,,
2025/5/20,Bariles (Yellow Fin Tuna),706 kg,250,52.85,160,,,
2025/5/20,Culisi (Nemipterid),"2,181 Kg",140,52.85,160,,,
2025/5/20,Galunggong (Round Scad),"1,631 kg",180,52.85,160,,,
2025/5/20,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.85,160,,,
2025/5/20,Lapu-lapu (Grouper),16 kg,300,52.85,160,,,
2025/5/20,Malasugi (Blue Marlin),795 kg,310,52.85,160,,,
2025/5/20,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.85,160,,,
2025/5/20,Maya-maya (Snapper),19 kg,200,52.85,160,,,
2025/5/20,Mulmul (Parrot Fish),102 kg,180,52.85,160,,,
2025/5/20,Samaral (Siganid),51 kg,250,52.85,160,,,
2025/5/20,Talakitok (Crevalle),42 kg,250,52.85,160,,,
2025/5/20,Tamban (Indian Sardines),"17,987 kg",90,52.85,160,,,
2025/5/20,Sting Ray,239 kg,90,52.85,160,,,
2025/5/20,Tanguigue (Spanish Mackerel),300 kg,299,52.85,160,,,
2025/5/20,Tulingan (Frigate Tuna),656 kg,250,52.85,160,,,
2025/5/21,Alumahan (Striped Mackerel),"1,404 kg",160,52.85,160,,,
2025/5/21,Bangus (Milk Fish),72 kg,210,52.85,160,,,
2025/5/21,Bariles (Yellow Fin Tuna),706 kg,260,52.85,160,,,
2025/5/21,Culisi (Nemipterid),"2,181 Kg",150,52.85,160,,,
2025/5/21,Galunggong (Round Scad),"1,631 kg",190,52.85,160,,,
2025/5/21,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.85,160,,,
2025/5/21,Lapu-lapu (Grouper),16 kg,310,52.85,160,,,
2025/5/21,Malasugi (Blue Marlin),795 kg,320,52.85,160,,,
2025/5/21,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.85,160,,,
2025/5/21,Maya-maya (Snapper),19 kg,210,52.85,160,,,
2025/5/21,Mulmul (Parrot Fish),102 kg,190,52.85,160,,,
2025/5/21,Samaral (Siganid),51 kg,260,52.85,160,,,
2025/5/21,Talakitok (Crevalle),42 kg,260,52.85,160,,,
2025/5/21,Tamban (Indian Sardines),"17,987 kg",100,52.85,160,,,
2025/5/21,Sting Ray,239 kg,100,52.85,160,,,
2025/5/21,Tanguigue (Spanish Mackerel),300 kg,309,52.85,160,,,
2025/5/21,Tulingan (Frigate Tuna),656 kg,260,52.85,160,,,
2025/5/22,Alumahan (Striped Mackerel),"1,404 kg",160,52.85,160,,,
2025/5/22,Bangus (Milk Fish),72 kg,210,52.85,160,,,
2025/5/22,Bariles (Yellow Fin Tuna),706 kg,260,52.85,160,,,
2025/5/22,Culisi (Nemipterid),"2,181 Kg",150,52.85,160,,,
2025/5/22,Galunggong (Round Scad),"1,631 kg",190,52.85,160,,,
2025/5/22,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.85,160,,,
2025/5/22,Lapu-lapu (Grouper),16 kg,310,52.85,160,,,
2025/5/22,Malasugi (Blue Marlin),795 kg,320,52.85,160,,,
2025/5/22,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.85,160,,,
2025/5/22,Maya-maya (Snapper),19 kg,210,52.85,160,,,
2025/5/22,Mulmul (Parrot Fish),102 kg,190,52.85,160,,,
2025/5/22,Samaral (Siganid),51 kg,260,52.85,160,,,
2025/5/22,Talakitok (Crevalle),42 kg,260,52.85,160,,,
2025/5/22,Tamban (Indian Sardines),"17,987 kg",100,52.85,160,,,
2025/5/22,Sting Ray,239 kg,100,52.85,160,,,
2025/5/22,Tanguigue (Spanish Mackerel),300 kg,309,52.85,160,,,
2025/5/22,Tulingan (Frigate Tuna),656 kg,260,52.85,160,,,
2025/5/23,Alumahan (Striped Mackerel),"1,404 kg",160,52.85,160,,,
2025/5/23,Bangus (Milk Fish),72 kg,210,52.85,160,,,
2025/5/23,Bariles (Yellow Fin Tuna),706 kg,260,52.85,160,,,
2025/5/23,Culisi (Nemipterid),"2,181 Kg",150,52.85,160,,,
2025/5/23,Galunggong (Round Scad),"1,631 kg",190,52.85,160,,,
2025/5/23,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.85,160,,,
2025/5/23,Lapu-lapu (Grouper),16 kg,310,52.85,160,,,
2025/5/23,Malasugi (Blue Marlin),795 kg,320,52.85,160,,,
2025/5/23,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.85,160,,,
2025/5/23,Maya-maya (Snapper),19 kg,210,52.85,160,,,
2025/5/23,Mulmul (Parrot Fish),102 kg,190,52.85,160,,,
2025/5/23,Samaral (Siganid),51 kg,260,52.85,160,,,
2025/5/23,Talakitok (Crevalle),42 kg,260,52.85,160,,,
2025/5/23,Tamban (Indian Sardines),"17,987 kg",100,52.85,160,,,
2025/5/23,Sting Ray,239 kg,100,52.85,160,,,
2025/5/23,Tanguigue (Spanish Mackerel),300 kg,309,52.85,160,,,
2025/5/23,Tulingan (Frigate Tuna),656 kg,260,52.85,160,,,
2025/5/24,Alumahan (Striped Mackerel),"1,404 kg",160,52.85,160,,,
2025/5/24,Bangus (Milk Fish),72 kg,210,52.85,160,,,
2025/5/24,Bariles (Yellow Fin Tuna),706 kg,260,52.85,160,,,
2025/5/24,Culisi (Nemipterid),"2,181 Kg",150,52.85,160,,,
2025/5/24,Galunggong (Round Scad),"1,631 kg",190,52.85,160,,,
2025/5/24,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.85,160,,,
2025/5/24,Lapu-lapu (Grouper),16 kg,310,52.85,160,,,
2025/5/24,Malasugi (Blue Marlin),795 kg,320,52.85,160,,,
2025/5/24,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.85,160,,,
2025/5/24,Maya-maya (Snapper),19 kg,210,52.85,160,,,
2025/5/24,Mulmul (Parrot Fish),102 kg,190,52.85,160,,,
2025/5/24,Samaral (Siganid),51 kg,260,52.85,160,,,
2025/5/24,Talakitok (Crevalle),42 kg,260,52.85,160,,,
2025/5/24,Tamban (Indian Sardines),"17,987 kg",100,52.85,160,,,
2025/5/24,Sting Ray,239 kg,100,52.85,160,,,
2025/5/24,Tanguigue (Spanish Mackerel),300 kg,309,52.85,160,,,
2025/5/24,Tulingan (Frigate Tuna),656 kg,260,52.85,160,,,
2025/5/25,Alumahan (Striped Mackerel),"1,404 kg",160,52.85,160,,,
2025/5/25,Bangus (Milk Fish),72 kg,210,52.85,160,,,
2025/5/25,Bariles (Yellow Fin Tuna),706 kg,260,52.85,160,,,
2025/5/25,Culisi (Nemipterid),"2,181 Kg",150,52.85,160,,,
2025/5/25,Galunggong (Round Scad),"1,631 kg",190,52.85,160,,,
2025/5/25,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,52.85,160,,,
2025/5/25,Lapu-lapu (Grouper),16 kg,310,52.85,160,,,
2025/5/25,Malasugi (Blue Marlin),795 kg,320,52.85,160,,,
2025/5/25,Matang Baka (Big-eyed Scads),"2,750 kg",210,52.85,160,,,
2025/5/25,Maya-maya (Snapper),19 kg,210,52.85,160,,,
2025/5/25,Mulmul (Parrot Fish),102 kg,190,52.85,160,,,
2025/5/25,Samaral (Siganid),51 kg,260,52.85,160,,,
2025/5/25,Talakitok (Crevalle),42 kg,260,52.85,160,,,
2025/5/25,Tamban (Indian Sardines),"17,987 kg",100,52.85,160,,,
2025/5/25,Sting Ray,239 kg,100,52.85,160,,,
2025/5/25,Tanguigue (Spanish Mackerel),300 kg,309,52.85,160,,,
2025/5/25,Tulingan (Frigate Tuna),656 kg,260,52.85,160,,,
2025/5/26,Alumahan (Striped Mackerel),"1,404 kg",140,52.85,160,,,
2025/5/26,Bangus (Milk Fish),72 kg,190,52.85,160,,,
2025/5/26,Bariles (Yellow Fin Tuna),706 kg,240,52.85,160,,,
2025/5/26,Culisi (Nemipterid),"2,181 Kg",130,52.85,160,,,
2025/5/26,Galunggong (Round Scad),"1,631 kg",170,52.85,160,,,
2025/5/26,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.85,160,,,
2025/5/26,Lapu-lapu (Grouper),16 kg,290,52.85,160,,,
2025/5/26,Malasugi (Blue Marlin),795 kg,300,52.85,160,,,
2025/5/26,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.85,160,,,
2025/5/26,Maya-maya (Snapper),19 kg,190,52.85,160,,,
2025/5/26,Mulmul (Parrot Fish),102 kg,170,52.85,160,,,
2025/5/26,Samaral (Siganid),51 kg,240,52.85,160,,,
2025/5/26,Talakitok (Crevalle),42 kg,240,52.85,160,,,
2025/5/26,Tamban (Indian Sardines),"17,987 kg",80,52.85,160,,,
2025/5/26,Sting Ray,239 kg,80,52.85,160,,,
2025/5/26,Tanguigue (Spanish Mackerel),300 kg,289,52.85,160,,,
2025/5/26,Tulingan (Frigate Tuna),656 kg,240,52.85,160,,,
2025/5/27,Alumahan (Striped Mackerel),"1,404 kg",140,52.65,160,,,
2025/5/27,Bangus (Milk Fish),72 kg,190,52.65,160,,,
2025/5/27,Bariles (Yellow Fin Tuna),706 kg,240,52.65,160,,,
2025/5/27,Culisi (Nemipterid),"2,181 Kg",130,52.65,160,,,
2025/5/27,Galunggong (Round Scad),"1,631 kg",170,52.65,160,,,
2025/5/27,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.65,160,,,
2025/5/27,Lapu-lapu (Grouper),16 kg,290,52.65,160,,,
2025/5/27,Malasugi (Blue Marlin),795 kg,300,52.65,160,,,
2025/5/27,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.65,160,,,
2025/5/27,Maya-maya (Snapper),19 kg,190,52.65,160,,,
2025/5/27,Mulmul (Parrot Fish),102 kg,170,52.65,160,,,
2025/5/27,Samaral (Siganid),51 kg,240,52.65,160,,,
2025/5/27,Talakitok (Crevalle),42 kg,240,52.65,160,,,
2025/5/27,Tamban (Indian Sardines),"17,987 kg",80,52.65,160,,,
2025/5/27,Sting Ray,239 kg,80,52.65,160,,,
2025/5/27,Tanguigue (Spanish Mackerel),300 kg,289,52.65,160,,,
2025/5/27,Tulingan (Frigate Tuna),656 kg,240,52.65,160,,,
2025/5/28,Alumahan (Striped Mackerel),"1,404 kg",140,52.65,160,,,
2025/5/28,Bangus (Milk Fish),72 kg,190,52.65,160,,,
2025/5/28,Bariles (Yellow Fin Tuna),706 kg,240,52.65,160,,,
2025/5/28,Culisi (Nemipterid),"2,181 Kg",130,52.65,160,,,
2025/5/28,Galunggong (Round Scad),"1,631 kg",170,52.65,160,,,
2025/5/28,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.65,160,,,
2025/5/28,Lapu-lapu (Grouper),16 kg,290,52.65,160,,,
2025/5/28,Malasugi (Blue Marlin),795 kg,300,52.65,160,,,
2025/5/28,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.65,160,,,
2025/5/28,Maya-maya (Snapper),19 kg,190,52.65,160,,,
2025/5/28,Mulmul (Parrot Fish),102 kg,170,52.65,160,,,
2025/5/28,Samaral (Siganid),51 kg,240,52.65,160,,,
2025/5/28,Talakitok (Crevalle),42 kg,240,52.65,160,,,
2025/5/28,Tamban (Indian Sardines),"17,987 kg",80,52.65,160,,,
2025/5/28,Sting Ray,239 kg,80,52.65,160,,,
2025/5/28,Tanguigue (Spanish Mackerel),300 kg,289,52.65,160,,,
2025/5/28,Tulingan (Frigate Tuna),656 kg,240,52.65,160,,,
2025/5/29,Alumahan (Striped Mackerel),"1,404 kg",140,52.65,160,,,
2025/5/29,Bangus (Milk Fish),72 kg,190,52.65,160,,,
2025/5/29,Bariles (Yellow Fin Tuna),706 kg,240,52.65,160,,,
2025/5/29,Culisi (Nemipterid),"2,181 Kg",130,52.65,160,,,
2025/5/29,Galunggong (Round Scad),"1,631 kg",170,52.65,160,,,
2025/5/29,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.65,160,,,
2025/5/29,Lapu-lapu (Grouper),16 kg,290,52.65,160,,,
2025/5/29,Malasugi (Blue Marlin),795 kg,300,52.65,160,,,
2025/5/29,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.65,160,,,
2025/5/29,Maya-maya (Snapper),19 kg,190,52.65,160,,,
2025/5/29,Mulmul (Parrot Fish),102 kg,170,52.65,160,,,
2025/5/29,Samaral (Siganid),51 kg,240,52.65,160,,,
2025/5/29,Talakitok (Crevalle),42 kg,240,52.65,160,,,
2025/5/29,Tamban (Indian Sardines),"17,987 kg",80,52.65,160,,,
2025/5/29,Sting Ray,239 kg,80,52.65,160,,,
2025/5/29,Tanguigue (Spanish Mackerel),300 kg,289,52.65,160,,,
2025/5/29,Tulingan (Frigate Tuna),656 kg,240,52.65,160,,,
2025/5/30,Alumahan (Striped Mackerel),"1,404 kg",140,52.65,160,,,
2025/5/30,Bangus (Milk Fish),72 kg,190,52.65,160,,,
2025/5/30,Bariles (Yellow Fin Tuna),706 kg,240,52.65,160,,,
2025/5/30,Culisi (Nemipterid),"2,181 Kg",130,52.65,160,,,
2025/5/30,Galunggong (Round Scad),"1,631 kg",170,52.65,160,,,
2025/5/30,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.65,160,,,
2025/5/30,Lapu-lapu (Grouper),16 kg,290,52.65,160,,,
2025/5/30,Malasugi (Blue Marlin),795 kg,300,52.65,160,,,
2025/5/30,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.65,160,,,
2025/5/30,Maya-maya (Snapper),19 kg,190,52.65,160,,,
2025/5/30,Mulmul (Parrot Fish),102 kg,170,52.65,160,,,
2025/5/30,Samaral (Siganid),51 kg,240,52.65,160,,,
2025/5/30,Talakitok (Crevalle),42 kg,240,52.65,160,,,
2025/5/30,Tamban (Indian Sardines),"17,987 kg",80,52.65,160,,,
2025/5/30,Sting Ray,239 kg,80,52.65,160,,,
2025/5/30,Tanguigue (Spanish Mackerel),300 kg,289,52.65,160,,,
2025/5/30,Tulingan (Frigate Tuna),656 kg,240,52.65,160,,,
2025/5/31,Alumahan (Striped Mackerel),"1,404 kg",140,52.65,160,,,
2025/5/31,Bangus (Milk Fish),72 kg,190,52.65,160,,,
2025/5/31,Bariles (Yellow Fin Tuna),706 kg,240,52.65,160,,,
2025/5/31,Culisi (Nemipterid),"2,181 Kg",130,52.65,160,,,
2025/5/31,Galunggong (Round Scad),"1,631 kg",170,52.65,160,,,
2025/5/31,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.65,160,,,
2025/5/31,Lapu-lapu (Grouper),16 kg,290,52.65,160,,,
2025/5/31,Malasugi (Blue Marlin),795 kg,300,52.65,160,,,
2025/5/31,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.65,160,,,
2025/5/31,Maya-maya (Snapper),19 kg,190,52.65,160,,,
2025/5/31,Mulmul (Parrot Fish),102 kg,170,52.65,160,,,
2025/5/31,Samaral (Siganid),51 kg,240,52.65,160,,,
2025/5/31,Talakitok (Crevalle),42 kg,240,52.65,160,,,
2025/5/31,Tamban (Indian Sardines),"17,987 kg",80,52.65,160,,,
2025/5/31,Sting Ray,239 kg,80,52.65,160,,,
2025/5/31,Tanguigue (Spanish Mackerel),300 kg,289,52.65,160,,,
2025/5/31,Tulingan (Frigate Tuna),656 kg,240,52.65,160,,,
2025/6/1,Alumahan (Striped Mackerel),"1,404 kg",150,52.65,160,,,
2025/6/1,Bangus (Milk Fish),72 kg,200,52.65,160,,,
2025/6/1,Bariles (Yellow Fin Tuna),706 kg,250,52.65,160,,,
2025/6/1,Culisi (Nemipterid),"2,181 Kg",140,52.65,160,,,
2025/6/1,Galunggong (Round Scad),"1,631 kg",180,52.65,160,,,
2025/6/1,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.65,160,,,
